0	454	640
0	1	939
0	185	258
0	55	170
0	9	453
0	9	45
0	14	190
0	400	637
0	255	275
0	176	533
0	116	533
0	151	866
0	280	484
0	243	687
0	54	866
0	364	374
0	295	441
0	101	425
0	47	241
0	116	176
0	179	202
0	63	179
0	564	577
0	265	494
0	443	637
0	209	843
0	222	843
0	205	894
0	1359	1383
0	376	638
0	1238	1260
0	487	984
0	226	353
0	1342	1518
0	122	255
20	454	640
20	1	939
20	185	258
20	1067	1324
20	70	132
20	9	453
20	9	45
20	55	779
20	279	908
20	14	190
20	176	533
20	116	533
20	279	510
20	280	484
20	243	687
20	202	545
20	101	425
20	55	170
20	47	241
20	116	176
20	564	577
20	265	494
20	443	637
20	1342	1518
20	577	634
20	209	843
20	222	843
20	1332	1401
20	55	202
20	582	605
20	205	894
20	1359	1383
20	1238	1260
20	487	984
20	54	866
20	252	374
20	122	255
40	454	640
40	1	939
40	1	55
40	185	258
40	3	884
40	70	132
40	9	453
40	9	45
40	55	779
40	14	190
40	400	637
40	176	533
40	116	533
40	151	866
40	280	484
40	243	687
40	353	884
40	339	884
40	202	545
40	101	425
40	55	170
40	47	241
40	116	176
40	691	869
40	265	494
40	72	954
40	443	637
40	279	510
40	577	634
40	55	202
40	209	843
40	222	843
40	1359	1383
40	209	222
40	376	638
40	1238	1260
40	487	984
40	54	866
40	1342	1518
40	252	374
40	122	255
60	454	640
60	1	939
60	1	55
60	185	258
60	70	132
60	9	453
60	55	779
60	14	190
60	400	443
60	400	637
60	265	494
60	151	866
60	280	484
60	54	866
60	160	226
60	116	176
60	116	533
60	295	441
60	101	425
60	55	170
60	45	453
60	47	241
60	176	533
60	72	954
60	443	637
60	117	364
60	55	202
60	209	843
60	222	843
60	205	894
60	1359	1383
60	209	222
60	339	884
60	1238	1260
60	487	984
60	346	374
60	376	638
60	252	374
60	1342	1518
60	111	124
80	454	640
80	1	939
80	185	258
80	70	132
80	55	170
80	55	779
80	9	453
80	9	45
80	14	190
80	276	621
80	176	533
80	116	533
80	151	866
80	280	484
80	634	687
80	243	687
80	117	364
80	116	176
80	295	441
80	101	425
80	47	241
80	39	871
80	577	694
80	243	694
80	265	494
80	443	637
80	279	510
80	487	984
80	209	843
80	222	843
80	205	894
80	1359	1383
80	209	222
80	339	884
80	1238	1260
80	54	866
80	376	638
80	252	374
80	1342	1518
80	111	124
100	454	640
100	1	778
100	1	939
100	185	258
100	70	132
100	513	638
100	9	453
100	9	45
100	236	908
100	14	190
100	255	275
100	276	621
100	265	494
100	151	866
100	280	484
100	160	226
100	202	545
100	116	176
100	116	533
100	55	170
100	45	453
100	47	241
100	176	533
100	443	637
100	117	364
100	209	843
100	222	843
100	54	866
100	1359	1383
100	339	884
100	1238	1260
100	487	984
100	252	374
100	1342	1518
100	111	124
100	376	638
120	454	640
120	1	778
120	1	939
120	185	258
120	70	132
120	55	170
120	55	779
120	376	513
120	513	638
120	9	453
120	9	45
120	779	883
120	236	908
120	14	190
120	255	275
120	176	533
120	116	533
120	151	866
120	280	484
120	634	687
120	243	687
120	160	226
120	202	545
120	1594	1828
120	116	176
120	295	441
120	101	425
120	47	241
120	564	577
120	564	634
120	265	494
120	443	637
120	117	364
120	117	494
120	577	634
120	209	843
120	222	843
120	1359	1383
120	339	884
120	1238	1260
120	487	984
120	346	374
120	54	866
120	1342	1518
120	111	124
120	376	638
140	454	640
140	1	778
140	1	939
140	185	258
140	70	132
140	376	513
140	513	638
140	265	494
140	55	779
140	236	908
140	14	190
140	176	533
140	116	533
140	279	510
140	280	484
140	243	687
140	160	226
140	202	545
140	116	176
140	295	441
140	101	425
140	1214	1518
140	47	241
140	243	634
140	54	866
140	55	883
140	443	637
140	1342	1518
140	577	634
140	196	252
140	209	843
140	222	843
140	376	638
140	339	884
140	1238	1260
140	487	984
140	346	374
140	252	374
140	117	364
140	111	124
140	117	494
140	122	374
160	454	640
160	1	778
160	1	939
160	185	258
160	70	132
160	513	638
160	196	265
160	265	494
160	55	779
160	236	908
160	14	190
160	276	621
160	117	494
160	280	484
160	160	226
160	202	545
160	1594	1828
160	116	176
160	116	533
160	295	441
160	101	425
160	45	453
160	47	241
160	176	533
160	54	866
160	111	124
160	72	954
160	443	637
160	1342	1518
160	201	245
160	196	252
160	209	843
160	222	843
160	339	884
160	1238	1260
160	487	984
160	346	374
160	252	374
160	1214	1518
160	117	364
160	243	634
160	376	638
180	1	778
180	1	939
180	185	258
180	70	132
180	390	938
180	513	638
