0	26	66
20	26	66
40	24	25
40	100	37
60	37	57
60	26	57
60	26	66
60	100	66
60	66	57
80	37	57
80	100	66
80	66	37
80	66	57
80	24	47
100	24	25
100	100	66
100	66	37
120	24	25
120	66	33
120	26	66
120	100	66
140	66	33
140	100	66
160	24	25
160	100	66
180	24	25
180	25	57
180	24	57
180	100	66
200	24	25
200	25	57
220	24	25
220	66	33
220	100	33
220	66	37
220	37	33
240	100	33
240	100	66
240	37	33
260	100	33
260	100	66
260	37	33
280	100	37
280	66	33
280	100	33
280	100	66
280	66	37
280	37	33
300	66	37
320	100	66
340	66	37
340	44	47
360	26	66
360	100	66
360	66	37
380	100	37
380	26	66
380	100	66
380	66	37
380	26	37
400	100	37
400	35	47
400	100	66
400	66	37
420	100	37
420	106	45
420	94	30
420	100	66
420	66	37
440	106	45
440	106	66
440	100	66
440	66	37
460	21	84
460	57	4
460	66	45
460	106	66
460	106	100
460	100	66
460	66	37
480	106	45
480	66	33
480	106	37
480	100	45
480	106	66
480	113	119
480	106	100
480	100	66
500	106	45
500	66	45
500	94	109
500	41	10
500	100	45
500	26	33
500	106	100
500	28	100
500	100	66
500	37	33
500	26	37
520	13	47
520	106	45
520	86	89
520	90	44
520	94	109
520	41	10
520	100	45
520	106	66
520	28	45
520	106	100
520	28	100
520	100	66
520	37	33
540	13	47
540	106	45
540	86	89
540	90	44
540	66	33
540	41	10
540	100	45
540	106	66
540	28	45
540	26	33
540	106	100
540	28	100
540	80	13
540	100	66
540	26	37
560	66	33
560	66	45
560	94	109
560	30	44
560	28	66
560	41	10
560	106	66
560	26	33
560	106	100
560	28	100
560	100	66
560	23	69
560	90	77
560	23	59
560	94	44
580	28	33
580	66	33
580	66	45
580	94	109
580	28	66
580	41	10
580	100	45
580	106	66
580	40	13
580	70	105
580	26	33
580	28	100
580	100	66
580	90	77
580	24	12
580	24	13
580	23	59
580	94	44
600	57	4
600	28	104
600	66	45
600	94	109
600	41	10
600	100	45
600	56	66
600	106	66
600	24	40
600	40	13
600	56	106
600	106	100
600	28	106
600	28	100
600	100	66
600	12	13
600	100	104
600	24	13
620	21	84
620	57	4
620	109	3
620	41	10
620	40	12
620	56	66
620	106	66
620	40	13
620	56	106
620	59	69
620	121	114
620	104	66
620	93	62
620	66	37
620	12	13
620	24	12
620	56	45
620	24	13
620	23	59
620	94	44
620	26	37
640	68	33
640	28	104
640	28	66
640	41	13
640	56	106
640	1	32
640	13	5
640	13	10
640	100	33
640	93	62
640	66	37
640	37	33
640	104	45
640	24	12
640	23	59
660	57	4
660	28	104
660	115	42
660	66	33
660	94	109
660	28	66
660	41	13
660	56	106
660	104	33
660	1	32
660	106	33
660	106	104
660	28	100
660	104	66
660	93	62
660	100	66
660	81	33
660	100	104
660	13	38
680	40	57
680	54	45
680	28	104
680	66	33
680	94	109
680	28	66
680	106	66
680	54	33
680	56	54
680	56	106
680	106	33
680	106	104
680	28	100
680	46	41
680	104	66
680	100	66
680	81	33
680	100	104
680	106	54
700	81	24
700	28	104
700	28	66
700	56	66
700	106	66
700	96	86
700	56	106
700	28	100
700	60	13
700	26	66
700	40	4
700	104	66
700	100	66
700	81	56
700	81	104
700	46	38
700	100	104
700	13	38
700	81	66
700	81	106
720	81	24
720	28	104
720	94	109
720	28	66
720	103	48
720	106	66
720	96	86
720	56	106
720	91	96
720	28	100
720	40	4
720	23	104
720	104	66
720	46	13
720	100	104
720	13	38
720	95	16
740	24	26
740	28	104
740	32	44
740	28	66
740	16	32
740	106	66
740	56	106
740	23	66
740	91	96
740	28	100
740	40	4
740	59	69
740	104	66
740	1	44
740	23	62
760	54	45
760	68	33
760	24	26
760	28	104
760	28	66
760	56	66
760	106	66
760	81	26
760	16	69
760	56	106
760	84	47
760	91	96
760	32	80
760	28	100
760	40	4
760	104	66
760	90	77
760	16	44
760	100	104
760	34	5
760	18	13
780	28	104
780	28	66
780	41	10
780	56	66
780	33	69
780	81	26
780	30	33
780	16	69
780	56	106
780	23	66
780	84	47
780	91	96
780	28	100
780	40	4
780	59	69
780	100	104
780	18	13
800	28	104
800	26	25
800	94	109
800	23	58
800	28	56
800	28	66
800	41	10
800	30	69
800	56	66
800	106	66
800	81	26
800	38	42
800	56	106
800	91	96
800	28	106
800	60	13
800	104	66
820	68	57
820	57	69
820	28	104
820	13	73
820	23	58
820	28	56
820	28	66
820	116	72
820	56	66
820	106	66
820	81	26
820	56	106
820	56	104
820	91	96
820	28	100
820	8	47
820	60	13
820	86	65
820	60	73
820	8	116
820	104	66
820	1	44
820	11	33
820	72	47
820	81	25
820	116	47
820	24	23
820	8	72
840	68	57
840	42	22
840	28	81
840	28	104
840	94	109
840	16	78
840	41	10
840	65	72
840	56	66
840	106	66
840	81	26
840	56	106
840	28	100
840	60	13
840	59	69
840	104	66
840	90	77
840	95	16
860	28	104
860	94	109
860	41	10
860	56	66
860	106	66
860	96	86
860	37	63
860	56	106
860	91	96
860	28	100
860	86	65
860	40	45
860	33	59
860	45	4
880	26	27
880	68	57
880	42	22
880	93	59
880	23	27
880	28	104
880	94	109
880	85	22
880	41	10
880	56	110
880	56	66
880	106	66
880	96	86
880	56	106
880	28	100
880	86	65
880	43	78
880	73	47
880	40	45
880	49	37
880	109	99
900	103	108
900	33	57
900	28	104
900	94	109
900	85	22
900	1	107
900	41	10
900	56	110
900	67	76
900	106	66
900	67	63
900	56	106
900	28	100
900	86	65
900	94	99
900	43	80
900	40	45
900	11	80
900	16	55
900	49	37
900	109	99
920	68	57
920	52	13
920	68	33
920	28	104
920	69	78
920	109	3
920	16	78
920	85	22
920	41	10
920	55	78
920	66	110
920	56	66
920	106	66
920	16	69
920	56	106
920	106	110
920	26	62
920	86	65
920	94	99
920	102	41
920	40	45
920	109	99
940	52	13
940	43	44
940	28	104
940	94	109
940	85	22
940	41	10
940	66	110
940	56	66
940	106	66
940	16	69
940	67	63
940	96	86
940	56	106
940	91	96
940	28	100
940	86	65
940	40	4
940	102	41
940	40	45
940	100	104
940	70	87
940	11	80
940	49	37
940	109	99
960	26	27
960	52	13
960	28	104
960	51	11
960	94	109
960	109	3
960	85	22
