0	1157	1232
20	1157	1191
360	1157	1159
380	1157	1159
420	1159	1191
440	1159	1191
460	1159	1191
480	1159	1191
540	1159	1191
540	1144	1159
560	1144	1191
580	1144	1191
600	1144	1191
620	1144	1191
640	1144	1191
660	1144	1191
680	1144	1191
700	1144	1191
720	1144	1191
740	1144	1191
760	1144	1191
780	1157	1159
780	1144	1191
780	1144	1159
800	1157	1159
800	1144	1159
820	1157	1159
820	1144	1159
840	1144	1159
1660	1152	1191
1680	1152	1191
1700	1152	1191
2120	1105	1295
2200	1105	1295
2280	1157	1191
2300	1157	1191
2340	1157	1191
2440	1105	1295
2480	1105	1295
2560	1109	1295
2580	1105	1295
2760	1105	1114
3060	1105	1295
3580	1109	1115
3600	1109	1115
3620	1109	1295
3840	1098	1181
3880	1105	1109
3880	1105	1295
3940	1098	1164
4020	1105	1295
4020	1116	1164
4040	1164	1295
4040	1232	1295
4040	1105	1295
4040	1109	1164
4040	1116	1164
4040	1116	1295
4060	1109	1232
4060	1116	1164
4080	1109	1232
4100	1114	1295
4100	1193	1232
4100	1109	1232
4100	1116	1164
4120	1109	1193
4120	1193	1295
4140	1142	1149
4140	1109	1232
4140	1098	1114
4140	1116	1164
4140	1109	1295
4140	1193	1295
4160	1116	1193
4160	1164	1193
4160	1116	1164
4160	1193	1295
4180	1116	1193
4180	1164	1295
4180	1164	1193
4180	1105	1164
4180	1193	1295
4180	1116	1295
4200	1164	1295
4200	1114	1116
4200	1105	1179
4220	1105	1232
4220	1098	1114
4220	1179	1232
4240	1114	1116
4240	1193	1232
4240	1105	1232
4240	1098	1114
4260	1181	1232
4260	1105	1232
4260	1164	1232
4260	1098	1114
4260	1105	1164
4280	1114	1116
4280	1181	1295
4280	1098	1114
4280	1232	1295
4280	1105	1295
4280	1105	1164
4300	1098	1114
4300	1232	1295
4320	1105	1232
4320	1105	1295
4340	1105	1109
4340	1098	1193
4340	1105	1232
4340	1105	1193
4340	1105	1295
4340	1109	1193
4340	1109	1295
4360	1105	1109
4360	1105	1232
4360	1105	1193
4360	1109	1193
4360	1193	1295
4380	1116	1193
4380	1105	1193
4380	1105	1295
4380	1105	1116
4380	1193	1295
4400	1105	1109
4400	1105	1193
4400	1157	1191
4400	1105	1295
4400	1109	1193
4400	1193	1295
4420	1116	1193
4420	1105	1109
4420	1105	1193
4420	1157	1191
4420	1105	1295
4420	1105	1116
4420	1109	1295
4420	1193	1295
4440	1105	1109
4440	1157	1191
4440	1109	1193
4440	1109	1295
4460	1105	1232
4460	1157	1191
4460	1109	1149
4480	1149	1232
4480	1157	1191
4500	1105	1109
4500	1149	1232
4500	1157	1191
4520	1157	1191
4540	1157	1191
4560	1149	1232
4560	1157	1191
4580	1142	1149
4580	1157	1191
4600	1098	1114
4600	1157	1191
4620	1157	1191
4640	1114	1142
4640	1157	1191
4660	1157	1191
4680	1157	1191
4700	1157	1191
4720	1157	1191
4720	1142	1193
4720	1193	1295
4740	1157	1191
4760	1105	1114
4760	1157	1191
4760	1114	1193
4780	1157	1191
4800	1157	1191
4820	1157	1191
4840	1157	1191
4860	1157	1191
4880	1149	1232
4880	1157	1191
4900	1157	1191
4920	1157	1191
4920	1109	1193
4940	1157	1191
4960	1157	1191
4980	1149	1232
4980	1157	1191
4980	1109	1295
4980	1193	1295
5000	1157	1191
5000	1193	1295
5020	1149	1232
5020	1157	1191
5040	1149	1232
5040	1157	1191
5060	1157	1191
5060	1109	1193
5080	1157	1191
5080	1109	1193
5100	1157	1191
5100	1109	1193
5120	1157	1191
5120	1109	1193
5140	1157	1191
5140	1109	1193
5160	1098	1114
5160	1157	1191
5160	1109	1193
5180	1149	1232
5180	1157	1191
5200	1157	1191
5220	1157	1191
5240	1157	1191
5240	1193	1295
5260	1157	1191
5260	1193	1295
5280	1157	1191
5300	1105	1114
5300	1105	1193
5300	1157	1191
5300	1193	1295
5320	1157	1191
5320	1105	1295
5320	1105	1116
5320	1109	1295
5320	1193	1295
5340	1109	1142
5340	1157	1191
5340	1109	1295
5340	1193	1295
5360	1149	1232
5360	1105	1193
5360	1157	1191
5380	1142	1295
5380	1149	1232
5380	1157	1191
5380	1105	1295
5400	1149	1232
5400	1157	1191
5420	1142	1295
5420	1149	1232
5420	1116	1142
5420	1105	1142
5420	1157	1191
5440	1142	1295
5440	1157	1191
5440	1105	1295
5460	1157	1191
5460	1232	1295
5460	1109	1164
5460	1105	1116
5480	1157	1191
5500	1157	1191
5500	1232	1295
5500	1105	1164
5500	1105	1116
5520	1157	1191
5520	1232	1295
5520	1105	1295
5540	1157	1191
5540	1232	1295
5560	1157	1191
5580	1157	1191
5600	1157	1191
5620	1157	1191
5640	1157	1191
5660	1157	1191
5680	1157	1191
5700	1157	1191
5720	1157	1191
5740	1157	1191
5760	1157	1191
5780	1157	1191
5800	1157	1191
5820	1157	1191
5840	1157	1191
5860	1157	1191
5880	1157	1191
5900	1157	1191
5920	1157	1191
5940	1157	1191
5960	1157	1191
5980	1157	1191
6000	1157	1191
6020	1157	1191
6040	1152	1168
6040	1157	1191
6060	1157	1191
6080	1157	1191
6100	1152	1193
6100	1157	1191
6120	1157	1191
6140	1157	1191
6160	1152	1168
6160	1157	1191
6180	1098	1152
6180	1157	1191
6200	1157	1191
6220	1157	1191
6240	1114	1144
6240	1157	1191
6260	1157	1191
6260	1142	1193
6280	1114	1116
6280	1157	1191
6300	1157	1191
6320	1157	1191
6340	1157	1191
6360	1157	1191
6380	1157	1191
6400	1114	1152
6400	1157	1191
6420	1157	1191
6440	1157	1191
6460	1157	1191
6480	1157	1191
6500	1157	1191
6520	1157	1191
6540	1157	1191
6560	1157	1191
6580	1179	1196
6580	1157	1191
6600	1157	1191
6620	1157	1191
6640	1157	1191
6660	1157	1191
6680	1157	1191
6700	1157	1191
6720	1157	1191
6740	1157	1191
6760	1157	1191
6780	1157	1191
6800	1157	1191
